#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-09-21T18:45:29 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ614a279d1ddc26	
#INFO	-out.max=unlimited	
#INFO	queryParameters=26	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-out.add=_RA*-c.eq,_DE*-c.eq
#-sort=_r
#-order=I
#-out.src=V/53A/catalog,V/53A/names
#-nav=cat:V/53A&tab:{V/53A/catalog}&tab:{V/53A/names}&key:source=V/53A&HTTPPRM:&&-ref=VIZ614a279d1ddc26&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-out.add=_RA*-c.eq,_DE*-c.eq&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HR&-ignore=HR_data=*&HR_data=HR_data&-out=Const&-out=RA2000&-out=DE2000&-out=ELON&-out=ELAT&-out=GLON&-out=GLAT&HIP_data=HIP_data&-out=Dist&-out=Vmag&-out=SpType&Simbad=Simbad&-out=Name&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=V/53A/catalog,V/53A/names
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/53A/catalog V/53A/names
#-out=HR
#-out=Const
#-out=RA2000
#-out=DE2000
#-out=ELON
#-out=ELAT
#-out=GLON
#-out=GLAT
#-out=Dist
#-out=Vmag
#-out=SpType
#-out=Name
#
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_5053
#Name: V/53A
#Title: Catalogue of the Brightest Stars (Ochsenbein+ 1988)
#Table	V_53A_catalog:
#Name: V/53A/catalog
#Title: The Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ "Bright Star" catalog <V/50>	[ucd=]
#Column	Const	(A3)	Constellation (3 characters)	[ucd=]
#Column	RA2000	(A10)	Right Ascension 2000 (hours)	[ucd=pos.eq.ra;meta.main]
#Column	DE2000	(A9)	Declination 2000 (degrees)	[ucd=pos.eq.dec;meta.main]
#Column	ELON	(F6.2)	Ecliptic longitude, J2000	[ucd=]
#Column	ELAT	(F6.2)	Ecliptic latitude, J2000	[ucd=]
#Column	GLON	(F6.2)	Galactic longitude	[ucd=]
#Column	GLAT	(F6.2)	Galactic latitude	[ucd=]
#Column	Dist	(I5)	Distance of star in light-years (5)	[ucd=]
#Column	Vmag	(F5.2)	[-1.46/5.03] Visual magnitude (magnitude visuelle)	[ucd=]
#Column	SpType	(a19)	MK Spectral Type	[ucd=]
_RAJ2000	_DEJ2000	HR	Const	RA2000	DE2000	ELON	ELAT	GLON	GLAT	Dist	Vmag	SpType
160.766667	+69.076111	4181	   	10 43 04.0	+69 04 34	125.12	 54.11	138.24	 44.04	  465	 5.00	K3III-IIIb
160.558333	-64.466111	4196	   	10 42 14.0	-64 27 58	209.21	-62.24	289.56	 -5.00	  465	 4.82	B4V
160.739167	-64.394444	4199	Car	10 42 57.4	-64 23 40	209.19	-62.14	289.60	 -4.90	  465	 2.77	B0Vp
160.883750	-60.566389	4200	   	10 43 32.1	-60 33 59	203.18	-59.66	287.84	 -1.50	  188	 4.58	K4III
161.028750	-63.961111	4205	   	10 44 06.9	-63 57 40	208.61	-61.78	289.50	 -4.46	  543	 4.83	B5Vn
161.692083	-49.420000	4216	Vel	10 46 46.1	-49 25 12	190.52	-51.09	283.03	  8.57	  116	 2.69	G5III+G2V
161.713333	-64.383333	4222	   	10 46 51.2	-64 23 00	209.71	-61.79	289.97	 -4.69	  465	 4.86	B3IV
162.405833	-16.193611	4232	Hya	10 49 37.4	-16 11 37	170.37	-21.80	265.05	 37.56	  141	 3.11	K2III
161.444167	-80.540000	4234	Cha	10 45 46.6	-80 32 24	245.66	-67.79	297.74	-18.96	  407	 4.46	B2.5IV
163.327500	+34.214722	4247	LMi	10 53 18.6	+34 12 53	150.88	 24.93	190.00	 63.73	   98	 3.83	K0III-IV
163.494583	+43.190000	4248	UMa	10 53 58.7	+43 11 24	146.52	 33.06	171.16	 61.35	  271	 4.71	A1Vs
163.373333	-58.853333	4257	   	10 53 29.6	-58 51 12	202.44	-57.57	288.18	  0.60	   98	 3.78	K1III
163.902917	+24.749722	4259	Leo	10 55 36.7	+24 44 59	155.50	 16.50	211.59	 63.91	  296	 4.50	A1V
164.179167	-37.137778	4273	Ant	10 56 43.0	-37 08 16	183.04	-39.82	278.85	 20.31	  203	 4.60	K1III
164.943333	-18.298889	4287	Crt	10 59 46.4	-18 17 56	173.69	-22.72	269.06	 37.12	  181	 4.07	K0III
165.140000	 +3.617500	4291	Leo	11 00 33.6	+03 37 03	164.92	 -2.52	249.69	 54.59	  362	 4.84	K1IIICN-0.5
165.038333	-42.225833	4293	   	11 00 09.2	-42 13 33	187.32	-43.84	281.86	 16.05	  217	 4.39	A3IV
165.186250	 +6.101389	4294	Leo	11 00 44.7	+06 06 05	164.01	 -0.21	246.54	 56.32	  155	 4.99	A5III
165.460000	+56.382222	4295	UMa	11 01 50.4	+56 22 56	139.43	 45.13	149.17	 54.80	   79	 2.37	A1V
165.456667	 -2.484444	4299	Leo	11 01 49.6	-02 29 04	167.58	 -8.02	256.87	 50.32	  543	 4.75	M0III
165.582083	+20.179722	4300	Leo	11 02 19.7	+20 10 47	158.85	 12.92	222.61	 64.13	  125	 4.42	A1m
165.931667	+61.750833	4301	UMa	11 03 43.6	+61 45 03	135.20	 49.68	142.85	 51.01	  125	 1.79	K0IIIa
166.254167	 +7.336111	4310	Leo	11 05 01.0	+07 20 10	164.51	  1.34	246.14	 57.94	   95	 4.63	F2III-IVv
166.332917	-27.293333	4314	Hya	11 05 19.9	-27 17 36	179.32	-30.28	275.69	 29.91	  148	 4.94	F3IV
166.635000	-62.423889	4325	   	11 06 32.4	-62 25 26	209.46	-58.85	291.12	 -1.98	  407	 4.61	G8III
167.415417	+44.498333	4335	UMa	11 09 39.7	+44 29 54	148.81	 35.54	165.80	 63.23	  148	 3.01	K1III
167.147083	-58.975000	4337	   	11 08 35.3	-58 58 30	205.13	-56.29	290.01	  1.29	 4393	 3.83	G40-Ia
167.914167	-22.825833	4343	Crt	11 11 39.4	-22 49 33	178.55	-25.64	274.78	 34.53	  271	 4.48	A2III
168.150000	-60.317500	4352	   	11 12 36.0	-60 19 03	207.50	-56.88	290.99	  0.24	 4196	 4.62	A6Iae
168.526667	+20.523611	4357	Leo	11 14 06.4	+20 31 25	161.32	 14.33	224.22	 66.83	   58	 2.56	A4V
168.559583	+15.429444	4359	Leo	11 14 14.3	+15 25 46	163.42	  9.67	235.37	 64.59	  181	 3.35	A2V
168.800833	+23.095556	4362	Leo	11 15 12.2	+23 05 44	160.48	 16.79	218.10	 67.88	  866	 4.63	M3IIb
169.165000	 -3.651667	4368	Leo	11 16 39.6	-03 39 06	171.48	 -7.65	262.66	 51.65	  203	 4.47	A7IVn
169.545417	+31.529167	4374	UMa	11 18 10.9	+31 31 45	157.34	 24.72	195.08	 69.25	   25	 4.87	G0V
169.545417	+31.529167	4375	UMa	11 18 10.9	+31 31 45	157.34	 24.72	195.08	 69.25	   25	 4.41	G0V
169.619583	+33.094167	4377	UMa	11 18 28.7	+33 05 39	156.65	 26.16	190.73	 69.08	  465	 3.49	K3IIIBa0.3
169.782500	+38.185556	4380	UMa	11 19 07.8	+38 11 08	154.21	 30.78	177.34	 67.74	  191	 4.79	A2V
169.835000	-14.778611	4382	Crt	11 19 20.4	-14 46 43	176.69	-17.57	272.07	 42.51	  203	 3.56	G8III-IV
170.283750	 +6.029444	4386	Leo	11 21 08.1	+06 01 46	168.71	  1.70	253.36	 59.90	  217	 4.05	B9.5Vs
170.251667	-54.490833	4390	Cen	11 21 00.4	-54 29 27	202.20	-51.81	289.96	  6.09	  326	 3.90	B5Vn
170.706250	+43.482778	4392	UMa	11 22 49.5	+43 28 58	151.97	 35.78	164.73	 65.77	  543	 5.03	G7.5IIIa:Ba0.3
170.802083	-36.165000	4396	   	11 23 12.5	-36 09 54	188.31	-36.35	283.65	 23.38	  381	 5.00	K6III
170.980833	+10.529167	4399	Leo	11 23 55.4	+10 31 45	167.57	  6.10	247.60	 63.55	   79	 3.94	F4IV
171.152083	-10.859444	4402	Crt	11 24 36.5	-10 51 34	176.25	-13.47	271.04	 46.57	  407	 4.83	K5III
171.220000	-17.684167	4405	Crt	11 24 52.8	-17 41 03	179.23	-19.67	275.41	 40.52	   85	 4.08	A5V
171.984167	 +2.856111	4418	Leo	11 27 56.2	+02 51 22	171.51	 -0.55	259.90	 58.57	  418	 4.91	G8II-III
172.578333	 -3.003611	4432	Leo	11 30 18.8	-03 00 13	174.38	 -5.70	266.78	 54.07	  259	 4.77	K3.5III-IIIbFe-1
172.850833	+69.331111	4434	Dra	11 31 24.2	+69 19 52	130.33	 57.24	132.98	 46.20	  362	 3.85	M0IIICa-I
173.250417	-31.857500	4450	Hya	11 33 00.1	-31 51 27	187.99	-31.60	284.08	 28.13	  130	 3.54	G7III
173.690000	-54.264167	4460	   	11 34 45.6	-54 15 51	204.45	-50.38	291.79	  6.94	  465	 4.62	B9Ve
173.945000	-63.019722	4467	Cen	11 35 46.8	-63 01 11	214.54	-56.79	294.47	 -1.40	  465	 3.13	B9III
174.170000	 -9.802222	4468	Crt	11 36 40.8	-09 48 08	178.59	-11.30	274.25	 48.86	  326	 4.70	B9.5Vn
174.237083	 -0.823889	4471	Leo	11 36 56.9	-00 49 26	175.04	 -3.05	267.26	 56.80	  181	 4.30	G8.5IIICN-0.5
175.052917	-34.744722	4494	Hya	11 40 12.7	-34 44 41	191.17	-33.44	286.72	 25.87	  543	 4.70	B9V
175.223333	-62.089722	4499	   	11 40 53.6	-62 05 23	214.09	-55.72	294.78	 -0.34	 1928	 4.94	G3Ib
176.190417	-18.350833	4514	Crt	11 44 45.7	-18 21 03	184.07	-18.30	281.53	 41.73	  362	 4.72	G8IIIa
176.320833	 +8.258333	4515	Vir	11 45 17.0	+08 15 30	173.34	  6.11	260.18	 65.48	  120	 4.85	A4V
176.464583	 +6.529444	4517	Vir	11 45 51.5	+06 31 46	174.16	  4.59	262.86	 64.18	  326	 4.04	M1IIIab
176.512500	+47.779444	4518	UMa	11 46 03.0	+47 46 46	153.66	 41.54	150.32	 65.72	  203	 3.72	K2III
176.401667	-66.728611	4520	Mus	11 45 36.4	-66 43 43	220.99	-58.51	296.49	 -4.68	  130	 3.64	A7III
176.627917	-61.178333	4522	   	11 46 30.7	-61 10 42	213.83	-54.60	295.19	  0.71	  465	 4.10	G5Ib-II
176.629167	-40.500278	4523	   	11 46 31.0	-40 30 01	195.98	-37.85	289.82	 20.71	   30	 4.88	G5V
176.996250	+20.218889	4527	Leo	11 47 59.1	+20 13 08	168.97	 17.31	235.01	 73.93	  232	 4.53	A7V+G5III-IVe
177.060000	-66.814722	4530	Mus	11 48 14.4	-66 48 53	221.44	-58.37	296.76	 -4.70	  465	 4.72	K4III
177.264583	+14.571944	4534	Leo	11 49 03.5	+14 34 19	171.62	 12.27	250.65	 70.81	   36	 2.14	A3V
177.420833	-63.788333	4537	   	11 49 41.0	-63 47 18	217.51	-56.21	296.18	 -1.73	  465	 4.34	B3Vne
177.484583	-70.225556	4538	   	11 49 56.3	-70 13 32	226.86	-60.38	297.74	 -7.98	 1703	 4.98	G6Ib
177.673333	 +1.764722	4540	Vir	11 50 41.6	+01 45 53	177.16	  0.69	270.50	 60.75	   35	 3.60	F9V
177.783750	-45.173889	4546	   	11 51 08.1	-45 10 26	200.05	-41.42	291.92	 16.40	  465	 4.46	K3III
177.963333	-65.206111	4549	   	11 51 51.2	-65 12 22	219.66	-57.02	296.73	 -3.05	  362	 4.91	B4V
178.227083	-33.907778	4552	Hya	11 52 54.5	-33 54 28	193.45	-31.47	289.27	 27.41	  407	 4.28	B9IIIpSi
178.457500	+53.694722	4554	UMa	11 53 49.8	+53 41 41	150.48	 47.14	140.84	 61.38	   85	 2.44	A0Ve
179.905417	-78.221667	4583	Cha	11 59 37.3	-78 13 18	242.32	-63.94	300.21	-15.62	  407	 4.91	B9Vn
180.217917	 +6.614167	4589	Vir	12 00 52.3	+06 36 51	177.56	  6.15	270.30	 66.23	  362	 4.67	A5V
180.756250	-63.312778	4599	Cru	12 03 01.5	-63 18 46	218.78	-54.82	297.53	 -0.95	  232	 4.34	Am
181.080000	-63.165556	4603	Cru	12 04 19.2	-63 09 56	218.79	-54.62	297.64	 -0.78	  442	 4.73	B2IV
181.302083	 +8.733056	4608	Vir	12 05 12.5	+08 43 59	177.69	  8.52	270.07	 68.60	  171	 4.12	G8IIIaCN-1Ba1CH1
181.720000	-64.613611	4616	Cru	12 06 52.8	-64 36 49	220.90	-55.46	298.18	 -2.15	   65	 4.15	F2III
182.021250	-50.661111	4618	   	12 08 05.1	-50 39 40	207.38	-44.48	295.94	 11.62	  407	 4.47	B6IIIe
182.089583	-50.722222	4621	Cen	12 08 21.5	-50 43 20	207.48	-44.51	296.00	 11.57	  407	 2.60	B2IVne
182.102917	-24.728889	4623	Crv	12 08 24.7	-24 43 44	192.24	-21.75	290.66	 37.12	   48	 4.02	F2III-IV
182.530833	-22.619722	4630	Crv	12 10 07.4	-22 37 11	191.67	-19.67	290.59	 39.26	  326	 2.98	K2.5IIIaBa0.2:
182.912917	-52.368333	4638	Cen	12 11 39.1	-52 22 06	209.39	-45.58	296.78	 10.03	  362	 3.96	B3V
183.785833	-58.748889	4656	Cru	12 15 08.6	-58 44 56	215.66	-50.42	298.23	  3.79	  407	 2.79	B2IV
183.856250	+57.032500	4660	UMa	12 15 25.5	+57 01 57	151.06	 51.66	132.57	 59.42	   81	 3.31	A3V
183.951250	-17.541944	4662	Crv	12 15 48.3	-17 32 31	190.73	-14.50	290.99	 44.50	  171	 2.58	B8IIIpHgMn
184.085417	+23.945278	4667	Com	12 16 20.5	+23 56 43	173.63	 23.47	232.90	 81.47	  250	 4.95	G8IIICN-0.5
184.125417	+33.061389	4668	   	12 16 30.1	+33 03 41	169.05	 31.63	172.65	 80.40	  326	 4.98	K0.5IIIb
184.392500	-67.960556	4671	Mus	12 17 34.2	-67 57 38	226.56	-57.04	299.75	 -5.30	  326	 4.02	M5III
184.586250	-79.311944	4674	Cha	12 18 20.7	-79 18 43	245.44	-63.59	301.34	-16.54	  271	 4.26	B5Vn
184.608750	-64.003056	4679	Cru	12 18 26.1	-64 00 11	221.74	-54.16	299.33	 -1.36	  362	 4.05	B2.5V
184.748750	-55.143056	4682	   	12 18 59.7	-55 08 35	213.00	-47.23	298.27	  7.43	  407	 5.00	M1III
184.976250	 -0.666667	4689	Vir	12 19 54.3	-00 40 00	184.83	  1.37	286.40	 61.19	  250	 3.90	A2IV
185.087083	 +3.312500	4695	Vir	12 20 20.9	+03 18 45	183.35	  5.06	284.27	 65.05	  296	 4.96	K0IIIbCN-1,4143+1
185.178750	+17.792778	4697	Com	12 20 42.9	+17 47 34	177.42	 18.33	264.15	 78.28	  362	 4.74	G8III
185.339583	-60.401111	4700	Cru	12 21 21.5	-60 24 04	218.28	-51.21	299.23	  2.25	  232	 3.59	K3-4III
185.625833	+25.846111	4707	Com	12 22 30.2	+25 50 46	174.11	 25.79	222.50	 83.40	  296	 4.81	G0III-IV+A3V
186.005833	+51.562222	4716	CVn	12 24 01.4	+51 33 44	157.83	 48.12	133.05	 65.02	  407	 4.80	G6IIIBa0.2
186.628750	-63.122500	4729	   	12 26 30.9	-63 07 21	221.88	-52.90	300.12	 -0.39	  465	 4.86	B4IV
186.649583	-63.098889	4730	Cru	12 26 35.9	-63 05 56	221.87	-52.88	300.13	 -0.36	  326	 1.58	B0.5IV
186.652083	-63.099444	4731	Cru	12 26 36.5	-63 05 58	221.87	-52.88	300.13	 -0.36	  326	 2.09	B1V
186.631250	-51.450556	4732	   	12 26 31.5	-51 27 02	211.35	-43.54	298.98	 11.23	  407	 4.83	B3Vn
186.600000	+27.268056	4733	Com	12 26 24.0	+27 16 05	174.28	 27.45	210.06	 84.43	  296	 4.95	F0p
186.734167	+28.268333	4737	Com	12 26 56.2	+28 16 06	173.89	 28.40	199.63	 84.46	  171	 4.36	K2IIICN+1
186.747083	+26.825556	4738	Com	12 26 59.3	+26 49 32	174.63	 27.11	214.72	 84.55	  296	 4.99	A4V
187.009583	-50.230833	4743	Cen	12 28 02.3	-50 13 51	210.73	-42.39	299.10	 12.47	  465	 3.91	B2V
187.465833	-16.515556	4757	Crv	12 29 51.8	-16 30 56	193.45	-12.20	295.48	 46.05	   88	 2.94	B9.5V
187.791250	-57.113056	4763	Cru	12 31 09.9	-57 06 47	216.74	-47.83	300.17	  5.65	   88	 1.63	M3.5III
187.527500	+69.201111	4765	Dra	12 30 06.6	+69 12 04	136.92	 61.19	125.75	 47.81	  551	 4.95	M3IIIa
188.116667	-72.132778	4773	Mus	12 32 28.0	-72 07 58	234.02	-58.87	301.46	 -9.32	  326	 3.88	B5V
188.017083	-16.196111	4775	Crv	12 32 04.1	-16 11 46	193.81	-11.69	296.19	 46.42	   60	 4.32	F2III-IV
188.435417	+41.357500	4785	CVn	12 33 44.5	+41 21 27	167.71	 40.54	136.10	 75.32	   27	 4.27	G0V
188.596667	-23.396667	4786	Crv	12 34 23.2	-23 23 48	197.37	-18.04	297.87	 39.31	  141	 2.64	G5II
188.370417	+69.788056	4787	Dra	12 33 28.9	+69 47 17	136.26	 61.76	125.21	 47.26	  543	 3.89	B6IIIpe
188.712500	+22.629167	4789	Com	12 34 51.0	+22 37 45	178.44	 24.12	262.15	 84.14	  407	 4.81	A0IV
188.682917	+70.021667	4795	Dra	12 34 43.9	+70 01 18	135.97	 61.98	125.02	 47.04	  285	 4.94	K2III
189.295833	-69.135556	4798	Mus	12 37 11.0	-69 08 08	230.37	-56.56	301.66	 -6.30	  326	 2.70	B2IV-V
189.425417	-48.541111	4802	Cen	12 37 42.1	-48 32 28	211.33	-40.13	300.59	 14.27	  135	 3.86	A2V
189.811250	 -7.995556	4813	Vir	12 39 14.7	-07 59 44	192.15	 -3.47	297.70	 54.75	  326	 4.67	K2III-IIIbCN1
189.968333	-39.987500	4817	   	12 39 52.4	-39 59 15	206.56	-32.47	300.53	 22.83	  362	 4.64	B8p
190.378750	-48.959444	4819	Cen	12 41 30.9	-48 57 34	212.32	-40.16	301.26	 13.88	  130	 2.17	A1IV
190.485833	-59.685556	4823	   	12 41 56.6	-59 41 08	220.75	-49.07	301.73	  3.16	  559	 4.94	B6IVe
190.414583	 -1.449444	4825	Vir	12 41 39.5	-01 26 58	190.14	  2.79	297.85	 61.33	   38	 3.65	F0V
190.414583	 -1.449444	4826	Vir	12 41 39.5	-01 26 58	190.14	  2.79	297.85	 61.33	   38	 3.68	F0V
190.470833	+10.235556	4828	Vir	12 41 53.0	+10 14 08	185.51	 13.54	294.88	 72.96	  120	 4.88	A0V
190.647083	-48.813056	4831	   	12 42 35.3	-48 48 47	212.42	-39.95	301.43	 14.03	  191	 4.66	K0III
191.407500	-60.981111	4842	Cru	12 45 37.8	-60 58 52	222.51	-49.83	302.23	  1.88	  125	 4.69	K0III
191.570417	-68.108056	4844	Mus	12 46 16.9	-68 06 29	230.15	-55.24	302.45	 -5.24	  326	 3.06	B2.5V
191.282500	+45.440278	4846	   	12 45 07.8	+45 26 25	167.11	 45.10	126.45	 71.65	12143	 4.87	C7I
191.594167	-56.488889	4848	   	12 46 22.6	-56 29 20	218.71	-46.12	302.23	  6.38	  407	 4.66	B3V
191.930417	-59.688611	4853	Cru	12 47 43.3	-59 41 19	221.65	-48.64	302.46	  3.18	  362	 1.25	B0.5III
192.671250	-33.999167	4874	   	12 50 41.1	-33 59 57	205.70	-26.15	302.75	 28.87	  407	 4.91	A0IV
192.924167	+27.540556	4883	Com	12 51 41.8	+27 32 26	179.87	 30.21	114.93	 89.58	  326	 4.94	G0IIIp
193.278333	-48.943056	4888	   	12 53 06.8	-48 56 35	214.44	-39.19	303.22	 13.93	  326	 4.33	K3-4III
193.358750	-40.178889	4889	   	12 53 26.1	-40 10 44	209.38	-31.45	303.34	 22.69	  155	 4.27	A7III
193.330417	+21.240278	4894	Com	12 53 19.3	+21 14 25	183.35	 24.70	307.21	 84.10	  326	 4.90	G8III+F6V
193.662917	-59.146389	4897	Cru	12 54 39.1	-59 08 47	222.25	-47.68	303.35	  3.72	  362	 4.63	B4Vne
193.648333	-57.177778	4898	Cru	12 54 35.6	-57 10 40	220.61	-46.07	303.36	  5.69	  407	 4.04	B2IV-V
193.587917	 -9.538889	4902	Vir	12 54 21.1	-09 32 20	196.20	 -3.43	304.14	 53.33	  465	 4.80	M3IIICa-1
193.507083	+55.959722	4905	UMa	12 54 01.7	+55 57 35	158.93	 54.32	122.18	 61.16	   81	 1.77	A0pCr
193.900417	 +3.397500	4910	Vir	12 55 36.1	+03 23 51	191.46	  8.61	305.53	 66.25	  203	 3.38	M3III
194.006667	+38.318333	4915	CVn	12 56 01.6	+38 19 06	174.57	 40.12	118.29	 78.77	  112	 2.88	A0pSiEuHg
194.730833	+17.409167	4920	Com	12 58 55.4	+17 24 33	186.41	 21.78	313.41	 80.13	  326	 4.79	M1IIIb
195.567917	-71.548889	4923	Mus	13 02 16.3	-71 32 56	236.19	-56.78	303.80	 -8.69	   93	 3.62	K2III
195.068333	+30.785000	4924	Com	13 00 16.4	+30 47 06	180.09	 33.95	 95.60	 85.86	  251	 4.90	G9IIICH-2Fe1Ca1
195.182083	+56.366389	4931	UMa	13 00 43.7	+56 21 59	159.67	 55.24	120.30	 60.71	   81	 4.93	F2V
195.543750	+10.959167	4932	Vir	13 02 10.5	+10 57 33	189.94	 16.20	312.34	 73.63	  105	 2.79	G8IIIab
195.887917	-49.527222	4933	Cen	13 03 33.1	-49 31 38	216.72	-38.85	304.95	 13.30	  232	 4.85	A0V
196.569167	-48.463333	4940	   	13 06 16.6	-48 27 48	216.56	-37.70	305.47	 14.34	  465	 4.71	B5V
196.727083	-49.906111	4942	Cen	13 06 54.5	-49 54 22	217.56	-38.91	305.49	 12.89	  465	 4.27	B1.5V
196.794167	+27.624722	4954	Com	13 07 10.6	+27 37 29	183.40	 31.82	 41.94	 86.47	  326	 4.82	K5III
197.263333	-23.118056	4958	Hya	13 09 03.2	-23 07 05	204.84	-14.58	308.19	 39.57	  232	 4.95	K1III
197.487083	 -5.538889	4963	Vir	13 09 56.9	-05 32 20	198.24	  1.74	311.42	 57.03	  465	 4.38	A1IVs+Am
198.072500	-59.920833	4975	   	13 12 17.4	-59 55 15	225.62	-47.06	305.55	  2.85	  362	 4.60	B8V
198.012917	-37.803056	4979	   	13 12 03.1	-37 48 11	211.92	-27.72	307.43	 24.89	   67	 4.85	G3V
197.967917	+27.878056	4983	Com	13 11 52.3	+27 52 41	184.37	 32.51	 43.33	 85.40	   29	 4.26	G0V
198.561250	-59.103333	4989	   	13 14 14.7	-59 06 12	225.26	-46.24	305.87	  3.64	   59	 4.92	F7IV
198.812083	-67.894722	4993	Mus	13 15 14.9	-67 53 41	233.41	-53.30	305.18	 -5.13	  407	 4.80	B8V
198.428750	+40.152778	4997	   	13 13 42.9	+40 09 10	177.25	 43.45	104.83	 76.18	  543	 4.92	K0III
199.304167	-66.783611	5002	   	13 17 13.0	-66 47 01	232.52	-52.31	305.47	 -4.04	 1152	 4.87	K2Ib-II
199.400833	 +5.470000	5015	Vir	13 17 36.2	+05 28 12	195.79	 12.65	320.14	 67.46	  543	 4.80	M2IIIa
199.385417	+40.572500	5017	CVn	13 17 32.5	+40 34 21	177.81	 44.19	102.73	 75.52	  296	 4.73	F3III
199.600833	-18.311389	5019	Vir	13 18 24.2	-18 18 41	205.01	 -9.30	311.88	 44.10	   27	 4.74	G6V
199.730000	-23.171667	5020	Hya	13 18 55.2	-23 10 18	207.02	-13.74	311.10	 39.26	  135	 3.00	G8IIIa
200.148750	-36.712222	5028	Cen	13 20 35.7	-36 42 44	213.13	-26.02	309.42	 25.79	   59	 2.73	A2V
200.657917	-60.988333	5035	   	13 22 37.9	-60 59 18	228.05	-47.25	306.71	  1.65	  362	 4.54	B3V
201.002083	-64.535833	5041	   	13 24 00.5	-64 32 09	231.27	-50.09	306.42	 -1.88	  271	 4.53	G6II
200.981250	+54.925278	5054	UMa	13 23 55.5	+54 55 31	165.70	 56.38	113.11	 61.58	   79	 2.27	A1VpSrSi
200.984583	+54.921667	5055	UMa	13 23 56.3	+54 55 18	165.71	 56.38	113.11	 61.58	   79	 3.95	A1m
201.297917	-11.161389	5056	Vir	13 25 11.5	-11 09 41	203.84	 -2.05	316.11	 50.84	  271	 0.97	B1III-IV+B2V
201.305833	+54.988056	5062	UMa	13 25 13.4	+54 59 17	165.87	 56.55	112.77	 61.47	   81	 4.02	A5V
201.862917	-15.973611	5068	Vir	13 27 27.1	-15 58 25	206.14	 -6.32	315.45	 46.02	  271	 4.75	K1IIIv
202.107083	+13.778611	5072	Vir	13 28 25.7	+13 46 43	194.97	 21.34	337.69	 74.11	   59	 4.98	G2.5Va
202.427917	-23.281111	5080	   	13 29 42.7	-23 16 52	209.42	-12.90	314.22	 38.75	  804	 4.97	M7IIIe
202.760833	-39.407222	5089	   	13 31 02.6	-39 24 26	216.48	-27.62	311.22	 22.83	  117	 3.88	G9Ib*
202.990833	 -6.255833	5095	Vir	13 31 57.8	-06 15 21	203.59	  3.12	320.78	 55.21	  465	 4.69	M2III
203.532500	 +3.658889	5105	Vir	13 34 07.8	+03 39 32	200.40	 12.54	328.27	 64.41	  191	 4.94	A1pSrCrEu
203.672917	 -0.596111	5107	Vir	13 34 41.5	-00 35 46	202.13	  8.64	325.25	 60.39	   74	 3.38	A3V
203.698750	+37.182500	5110	   	13 34 47.7	+37 10 57	184.19	 42.99	 83.33	 76.41	  148	 4.98	F2IV
203.613333	+49.015833	5112	CVn	13 34 27.2	+49 00 57	174.37	 52.85	104.99	 66.59	  191	 4.70	A5V
204.364583	+36.294722	5127	CVn	13 37 27.5	+36 17 41	185.42	 42.48	 78.96	 76.61	  191	 4.83	A7III
204.971667	-53.466389	5132	Cen	13 39 53.2	-53 27 59	225.55	-39.59	310.19	  8.72	  407	 2.30	B1III
205.183750	+54.681667	5154	UMa	13 40 44.1	+54 40 54	169.30	 57.83	108.18	 61.01	  414	 4.66	M2IIIabBa0.7:
206.421667	-33.043611	5168	Cen	13 45 41.2	-33 02 37	216.68	-20.60	315.86	 28.46	   63	 4.23	F3IV
206.663750	-51.432778	5172	   	13 46 39.3	-51 25 58	225.54	-37.31	311.63	 10.50	  271	 4.65	G8-K0III
206.815417	+17.456667	5185	Boo	13 47 15.7	+17 27 24	197.93	 26.51	358.95	 73.88	   50	 4.50	F6IV
207.375833	-41.687778	5190	Cen	13 49 30.2	-41 41 16	221.15	-28.27	314.41	 19.89	  543	 3.41	B2IV
206.884583	+49.313333	5191	UMa	13 47 32.3	+49 18 48	176.93	 54.39	100.69	 65.32	  101	 1.86	B3V
207.360833	-34.450556	5192	Cen	13 49 26.6	-34 27 02	218.03	-21.61	316.32	 26.91	  181	 4.19	M5III
207.403750	-42.473889	5193	Cen	13 49 36.9	-42 28 26	221.54	-28.98	314.24	 19.12	  543	 3.04	B2IV-Ve
