#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-09-21T19:08:54 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ614a2d31220564	
#INFO	-out.max=unlimited	
#INFO	queryParameters=25	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-out.add=_RA*-c.eq,_DE*-c.eq
#-sort=_r
#-order=I
#-out.src=V/53A/catalog
#-nav=cat:V/53A&tab:{V/53A/catalog}&key:source=V/53A&HTTPPRM:&&-ref=VIZ614a2d31220564&-out.max=unlimited&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-out.add=_RA*-c.eq,_DE*-c.eq&-sort=_r&-oc.form=dec&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HR&-out=n_HR&-out=Bayer&-out=Const&-out=RA2000&-out=DE2000&-out=ELON&-out=ELAT&-out=Dist&-out=Vmag&-out=SpType&-ignore=Simbad=*&Simbad=Simbad&-file=.&-meta.ucd=0&-meta=0&-usenav=1&-bmark=POST&-out.src=V/53A/catalog
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/53A/catalog
#-out=HR
#-out=n_HR
#-out=Bayer
#-out=Const
#-out=RA2000
#-out=DE2000
#-out=ELON
#-out=ELAT
#-out=Dist
#-out=Vmag
#-out=SpType
#

#RESOURCE=yCat_5053
#Name: V/53A
#Title: Catalogue of the Brightest Stars (Ochsenbein+ 1988)
#Table	V_53A_catalog:
#Name: V/53A/catalog
#Title: The Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ "Bright Star" catalog <V/50>	[ucd=]
#Column	n_HR	(A1)	Simbad column added by the CDS	[ucd=]
#Column	Bayer	(A4)	Greek letter (lettre grecque)	[ucd=]
#Column	Const	(A3)	Constellation (3 characters)	[ucd=]
#Column	RA2000	(A10)	Right Ascension 2000 (hours)	[ucd=pos.eq.ra;meta.main]
#Column	DE2000	(A9)	Declination 2000 (degrees)	[ucd=pos.eq.dec;meta.main]
#Column	ELON	(F6.2)	Ecliptic longitude, J2000	[ucd=]
#Column	ELAT	(F6.2)	Ecliptic latitude, J2000	[ucd=]
#Column	Dist	(I5)	Distance of star in light-years (5)	[ucd=]
#Column	Vmag	(F5.2)	[-1.46/5.03] Visual magnitude (magnitude visuelle)	[ucd=]
#Column	SpType	(a19)	MK Spectral Type	[ucd=]
_RAJ2000	_DEJ2000	HR	n_HR	Bayer	Const	RA2000	DE2000	ELON	ELAT	Dist	Vmag	SpType
175.052917	-34.744722	4494	 	omi 	Hya	11 40 12.7	-34 44 41	191.17	-33.44	  543	 4.70	B9V
175.223333	-62.089722	4499	 	    	   	11 40 53.6	-62 05 23	214.09	-55.72	 1928	 4.94	G3Ib
176.190417	-18.350833	4514	 	zet 	Crt	11 44 45.7	-18 21 03	184.07	-18.30	  362	 4.72	G8IIIa
176.320833	 +8.258333	4515	 	 xi 	Vir	11 45 17.0	+08 15 30	173.34	  6.11	  120	 4.85	A4V
176.464583	 +6.529444	4517	 	 nu 	Vir	11 45 51.5	+06 31 46	174.16	  4.59	  326	 4.04	M1IIIab
176.512500	+47.779444	4518	 	chi 	UMa	11 46 03.0	+47 46 46	153.66	 41.54	  203	 3.72	K2III
176.401667	-66.728611	4520	 	lam 	Mus	11 45 36.4	-66 43 43	220.99	-58.51	  130	 3.64	A7III
176.627917	-61.178333	4522	 	    	   	11 46 30.7	-61 10 42	213.83	-54.60	  465	 4.10	G5Ib-II
176.629167	-40.500278	4523	 	    	   	11 46 31.0	-40 30 01	195.98	-37.85	   30	 4.88	G5V
176.996250	+20.218889	4527	 	    	Leo	11 47 59.1	+20 13 08	168.97	 17.31	  232	 4.53	A7V+G5III-IVe
177.060000	-66.814722	4530	 	 mu 	Mus	11 48 14.4	-66 48 53	221.44	-58.37	  465	 4.72	K4III
177.264583	+14.571944	4534	*	bet 	Leo	11 49 03.5	+14 34 19	171.62	 12.27	   36	 2.14	A3V
177.420833	-63.788333	4537	 	    	   	11 49 41.0	-63 47 18	217.51	-56.21	  465	 4.34	B3Vne
177.484583	-70.225556	4538	 	    	   	11 49 56.3	-70 13 32	226.86	-60.38	 1703	 4.98	G6Ib
177.673333	 +1.764722	4540	 	bet 	Vir	11 50 41.6	+01 45 53	177.16	  0.69	   35	 3.60	F9V
177.783750	-45.173889	4546	 	    	   	11 51 08.1	-45 10 26	200.05	-41.42	  465	 4.46	K3III
177.963333	-65.206111	4549	 	    	   	11 51 51.2	-65 12 22	219.66	-57.02	  362	 4.91	B4V
178.227083	-33.907778	4552	 	bet 	Hya	11 52 54.5	-33 54 28	193.45	-31.47	  407	 4.28	B9IIIpSi
178.457500	+53.694722	4554	*	gam 	UMa	11 53 49.8	+53 41 41	150.48	 47.14	   85	 2.44	A0Ve
179.905417	-78.221667	4583	 	eps 	Cha	11 59 37.3	-78 13 18	242.32	-63.94	  407	 4.91	B9Vn
180.217917	 +6.614167	4589	 	 pi 	Vir	12 00 52.3	+06 36 51	177.56	  6.15	  362	 4.67	A5V
180.756250	-63.312778	4599	 	tet1	Cru	12 03 01.5	-63 18 46	218.78	-54.82	  232	 4.34	Am
181.080000	-63.165556	4603	 	tet2	Cru	12 04 19.2	-63 09 56	218.79	-54.62	  442	 4.73	B2IV
181.302083	 +8.733056	4608	 	omi 	Vir	12 05 12.5	+08 43 59	177.69	  8.52	  171	 4.12	G8IIIaCN-1Ba1CH1
181.720000	-64.613611	4616	 	eta 	Cru	12 06 52.8	-64 36 49	220.90	-55.46	   65	 4.15	F2III
182.021250	-50.661111	4618	 	    	   	12 08 05.1	-50 39 40	207.38	-44.48	  407	 4.47	B6IIIe
182.089583	-50.722222	4621	 	del 	Cen	12 08 21.5	-50 43 20	207.48	-44.51	  407	 2.60	B2IVne
182.102917	-24.728889	4623	 	alf 	Crv	12 08 24.7	-24 43 44	192.24	-21.75	   48	 4.02	F2III-IV
182.530833	-22.619722	4630	 	eps 	Crv	12 10 07.4	-22 37 11	191.67	-19.67	  326	 2.98	K2.5IIIaBa0.2:
182.912917	-52.368333	4638	 	 ro 	Cen	12 11 39.1	-52 22 06	209.39	-45.58	  362	 3.96	B3V
183.785833	-58.748889	4656	 	del 	Cru	12 15 08.6	-58 44 56	215.66	-50.42	  407	 2.79	B2IV
183.856250	+57.032500	4660	*	del 	UMa	12 15 25.5	+57 01 57	151.06	 51.66	   81	 3.31	A3V
183.951250	-17.541944	4662	 	gam 	Crv	12 15 48.3	-17 32 31	190.73	-14.50	  171	 2.58	B8IIIpHgMn
184.085417	+23.945278	4667	 	    	Com	12 16 20.5	+23 56 43	173.63	 23.47	  250	 4.95	G8IIICN-0.5
184.125417	+33.061389	4668	 	    	   	12 16 30.1	+33 03 41	169.05	 31.63	  326	 4.98	K0.5IIIb
184.392500	-67.960556	4671	 	eps 	Mus	12 17 34.2	-67 57 38	226.56	-57.04	  326	 4.02	M5III
184.586250	-79.311944	4674	 	bet 	Cha	12 18 20.7	-79 18 43	245.44	-63.59	  271	 4.26	B5Vn
184.608750	-64.003056	4679	 	zet 	Cru	12 18 26.1	-64 00 11	221.74	-54.16	  362	 4.05	B2.5V
184.748750	-55.143056	4682	 	    	   	12 18 59.7	-55 08 35	213.00	-47.23	  407	 5.00	M1III
184.976250	 -0.666667	4689	 	eta 	Vir	12 19 54.3	-00 40 00	184.83	  1.37	  250	 3.90	A2IV
185.087083	 +3.312500	4695	 	    	Vir	12 20 20.9	+03 18 45	183.35	  5.06	  296	 4.96	K0IIIbCN-1,4143+1
185.178750	+17.792778	4697	 	    	Com	12 20 42.9	+17 47 34	177.42	 18.33	  362	 4.74	G8III
185.339583	-60.401111	4700	 	eps 	Cru	12 21 21.5	-60 24 04	218.28	-51.21	  232	 3.59	K3-4III
185.625833	+25.846111	4707	 	    	Com	12 22 30.2	+25 50 46	174.11	 25.79	  296	 4.81	G0III-IV+A3V
186.005833	+51.562222	4716	 	    	CVn	12 24 01.4	+51 33 44	157.83	 48.12	  407	 4.80	G6IIIBa0.2
186.628750	-63.122500	4729	 	    	   	12 26 30.9	-63 07 21	221.88	-52.90	  465	 4.86	B4IV
186.649583	-63.098889	4730	*	alf1	Cru	12 26 35.9	-63 05 56	221.87	-52.88	  326	 1.58	B0.5IV
186.652083	-63.099444	4731	 	alf2	Cru	12 26 36.5	-63 05 58	221.87	-52.88	  326	 2.09	B1V
186.631250	-51.450556	4732	 	    	   	12 26 31.5	-51 27 02	211.35	-43.54	  407	 4.83	B3Vn
186.600000	+27.268056	4733	 	    	Com	12 26 24.0	+27 16 05	174.28	 27.45	  296	 4.95	F0p
186.734167	+28.268333	4737	 	gam 	Com	12 26 56.2	+28 16 06	173.89	 28.40	  171	 4.36	K2IIICN+1
186.747083	+26.825556	4738	 	    	Com	12 26 59.3	+26 49 32	174.63	 27.11	  296	 4.99	A4V
187.009583	-50.230833	4743	 	sig 	Cen	12 28 02.3	-50 13 51	210.73	-42.39	  465	 3.91	B2V
187.465833	-16.515556	4757	 	del 	Crv	12 29 51.8	-16 30 56	193.45	-12.20	   88	 2.94	B9.5V
187.791250	-57.113056	4763	 	gam 	Cru	12 31 09.9	-57 06 47	216.74	-47.83	   88	 1.63	M3.5III
187.527500	+69.201111	4765	 	    	Dra	12 30 06.6	+69 12 04	136.92	 61.19	  551	 4.95	M3IIIa
188.116667	-72.132778	4773	 	gam 	Mus	12 32 28.0	-72 07 58	234.02	-58.87	  326	 3.88	B5V
188.017083	-16.196111	4775	 	eta 	Crv	12 32 04.1	-16 11 46	193.81	-11.69	   60	 4.32	F2III-IV
188.435417	+41.357500	4785	 	bet 	CVn	12 33 44.5	+41 21 27	167.71	 40.54	   27	 4.27	G0V
188.596667	-23.396667	4786	 	bet 	Crv	12 34 23.2	-23 23 48	197.37	-18.04	  141	 2.64	G5II
188.370417	+69.788056	4787	 	kap 	Dra	12 33 28.9	+69 47 17	136.26	 61.76	  543	 3.89	B6IIIpe
188.712500	+22.629167	4789	 	    	Com	12 34 51.0	+22 37 45	178.44	 24.12	  407	 4.81	A0IV
188.682917	+70.021667	4795	 	    	Dra	12 34 43.9	+70 01 18	135.97	 61.98	  285	 4.94	K2III
189.295833	-69.135556	4798	 	alf 	Mus	12 37 11.0	-69 08 08	230.37	-56.56	  326	 2.70	B2IV-V
189.425417	-48.541111	4802	 	tau 	Cen	12 37 42.1	-48 32 28	211.33	-40.13	  135	 3.86	A2V
189.811250	 -7.995556	4813	 	chi 	Vir	12 39 14.7	-07 59 44	192.15	 -3.47	  326	 4.67	K2III-IIIbCN1
189.968333	-39.987500	4817	 	    	   	12 39 52.4	-39 59 15	206.56	-32.47	  362	 4.64	B8p
190.378750	-48.959444	4819	 	gam 	Cen	12 41 30.9	-48 57 34	212.32	-40.16	  130	 2.17	A1IV
190.485833	-59.685556	4823	 	    	   	12 41 56.6	-59 41 08	220.75	-49.07	  559	 4.94	B6IVe
190.414583	 -1.449444	4825	 	gam 	Vir	12 41 39.5	-01 26 58	190.14	  2.79	   38	 3.65	F0V
190.414583	 -1.449444	4826	 	gam 	Vir	12 41 39.5	-01 26 58	190.14	  2.79	   38	 3.68	F0V
190.470833	+10.235556	4828	 	 ro 	Vir	12 41 53.0	+10 14 08	185.51	 13.54	  120	 4.88	A0V
190.647083	-48.813056	4831	 	    	   	12 42 35.3	-48 48 47	212.42	-39.95	  191	 4.66	K0III
191.407500	-60.981111	4842	 	iot 	Cru	12 45 37.8	-60 58 52	222.51	-49.83	  125	 4.69	K0III
191.570417	-68.108056	4844	 	bet 	Mus	12 46 16.9	-68 06 29	230.15	-55.24	  326	 3.06	B2.5V
191.282500	+45.440278	4846	 	    	   	12 45 07.8	+45 26 25	167.11	 45.10	12143	 4.87	C7I
191.594167	-56.488889	4848	 	    	   	12 46 22.6	-56 29 20	218.71	-46.12	  407	 4.66	B3V
191.930417	-59.688611	4853	 	bet 	Cru	12 47 43.3	-59 41 19	221.65	-48.64	  362	 1.25	B0.5III
192.671250	-33.999167	4874	 	    	   	12 50 41.1	-33 59 57	205.70	-26.15	  407	 4.91	A0IV
192.924167	+27.540556	4883	 	    	Com	12 51 41.8	+27 32 26	179.87	 30.21	  326	 4.94	G0IIIp
193.278333	-48.943056	4888	 	    	   	12 53 06.8	-48 56 35	214.44	-39.19	  326	 4.33	K3-4III
193.358750	-40.178889	4889	 	    	   	12 53 26.1	-40 10 44	209.38	-31.45	  155	 4.27	A7III
193.330417	+21.240278	4894	 	    	Com	12 53 19.3	+21 14 25	183.35	 24.70	  326	 4.90	G8III+F6V
193.662917	-59.146389	4897	 	lam 	Cru	12 54 39.1	-59 08 47	222.25	-47.68	  362	 4.63	B4Vne
193.648333	-57.177778	4898	 	 mu1	Cru	12 54 35.6	-57 10 40	220.61	-46.07	  407	 4.04	B2IV-V
193.587917	 -9.538889	4902	 	psi 	Vir	12 54 21.1	-09 32 20	196.20	 -3.43	  465	 4.80	M3IIICa-1
193.507083	+55.959722	4905	*	eps 	UMa	12 54 01.7	+55 57 35	158.93	 54.32	   81	 1.77	A0pCr
193.900417	 +3.397500	4910	 	del 	Vir	12 55 36.1	+03 23 51	191.46	  8.61	  203	 3.38	M3III
194.006667	+38.318333	4915	 	alf2	CVn	12 56 01.6	+38 19 06	174.57	 40.12	  112	 2.88	A0pSiEuHg
194.730833	+17.409167	4920	 	    	Com	12 58 55.4	+17 24 33	186.41	 21.78	  326	 4.79	M1IIIb
195.567917	-71.548889	4923	 	del 	Mus	13 02 16.3	-71 32 56	236.19	-56.78	   93	 3.62	K2III
195.068333	+30.785000	4924	 	    	Com	13 00 16.4	+30 47 06	180.09	 33.95	  251	 4.90	G9IIICH-2Fe1Ca1
195.182083	+56.366389	4931	 	    	UMa	13 00 43.7	+56 21 59	159.67	 55.24	   81	 4.93	F2V
195.543750	+10.959167	4932	*	eps 	Vir	13 02 10.5	+10 57 33	189.94	 16.20	  105	 2.79	G8IIIab
195.887917	-49.527222	4933	 	 xi1	Cen	13 03 33.1	-49 31 38	216.72	-38.85	  232	 4.85	A0V
196.569167	-48.463333	4940	 	    	   	13 06 16.6	-48 27 48	216.56	-37.70	  465	 4.71	B5V
196.727083	-49.906111	4942	 	 xi2	Cen	13 06 54.5	-49 54 22	217.56	-38.91	  465	 4.27	B1.5V
196.794167	+27.624722	4954	 	    	Com	13 07 10.6	+27 37 29	183.40	 31.82	  326	 4.82	K5III
197.263333	-23.118056	4958	 	psi 	Hya	13 09 03.2	-23 07 05	204.84	-14.58	  232	 4.95	K1III
197.487083	 -5.538889	4963	 	tet 	Vir	13 09 56.9	-05 32 20	198.24	  1.74	  465	 4.38	A1IVs+Am
198.072500	-59.920833	4975	 	    	   	13 12 17.4	-59 55 15	225.62	-47.06	  362	 4.60	B8V
198.012917	-37.803056	4979	 	    	   	13 12 03.1	-37 48 11	211.92	-27.72	   67	 4.85	G3V
197.967917	+27.878056	4983	 	bet 	Com	13 11 52.3	+27 52 41	184.37	 32.51	   29	 4.26	G0V
198.561250	-59.103333	4989	 	    	   	13 14 14.7	-59 06 12	225.26	-46.24	   59	 4.92	F7IV
198.812083	-67.894722	4993	 	eta 	Mus	13 15 14.9	-67 53 41	233.41	-53.30	  407	 4.80	B8V
198.428750	+40.152778	4997	 	    	   	13 13 42.9	+40 09 10	177.25	 43.45	  543	 4.92	K0III
199.304167	-66.783611	5002	 	    	   	13 17 13.0	-66 47 01	232.52	-52.31	 1152	 4.87	K2Ib-II
199.400833	 +5.470000	5015	 	sig 	Vir	13 17 36.2	+05 28 12	195.79	 12.65	  543	 4.80	M2IIIa
199.385417	+40.572500	5017	 	    	CVn	13 17 32.5	+40 34 21	177.81	 44.19	  296	 4.73	F3III
199.600833	-18.311389	5019	 	    	Vir	13 18 24.2	-18 18 41	205.01	 -9.30	   27	 4.74	G6V
199.730000	-23.171667	5020	 	gam 	Hya	13 18 55.2	-23 10 18	207.02	-13.74	  135	 3.00	G8IIIa
200.148750	-36.712222	5028	 	iot 	Cen	13 20 35.7	-36 42 44	213.13	-26.02	   59	 2.73	A2V
200.657917	-60.988333	5035	 	    	   	13 22 37.9	-60 59 18	228.05	-47.25	  362	 4.54	B3V
201.002083	-64.535833	5041	 	    	   	13 24 00.5	-64 32 09	231.27	-50.09	  271	 4.53	G6II
200.981250	+54.925278	5054	*	zet 	UMa	13 23 55.5	+54 55 31	165.70	 56.38	   79	 2.27	A1VpSrSi
200.984583	+54.921667	5055	 	zet 	UMa	13 23 56.3	+54 55 18	165.71	 56.38	   79	 3.95	A1m
201.297917	-11.161389	5056	*	alf 	Vir	13 25 11.5	-11 09 41	203.84	 -2.05	  271	 0.97	B1III-IV+B2V
201.305833	+54.988056	5062	*	    	UMa	13 25 13.4	+54 59 17	165.87	 56.55	   81	 4.02	A5V
201.862917	-15.973611	5068	 	    	Vir	13 27 27.1	-15 58 25	206.14	 -6.32	  271	 4.75	K1IIIv
202.107083	+13.778611	5072	 	    	Vir	13 28 25.7	+13 46 43	194.97	 21.34	   59	 4.98	G2.5Va
202.427917	-23.281111	5080	 	    	   	13 29 42.7	-23 16 52	209.42	-12.90	  804	 4.97	M7IIIe
202.760833	-39.407222	5089	 	    	   	13 31 02.6	-39 24 26	216.48	-27.62	  117	 3.88	G9Ib*
202.990833	 -6.255833	5095	 	    	Vir	13 31 57.8	-06 15 21	203.59	  3.12	  465	 4.69	M2III
203.532500	 +3.658889	5105	 	    	Vir	13 34 07.8	+03 39 32	200.40	 12.54	  191	 4.94	A1pSrCrEu
203.672917	 -0.596111	5107	 	zet 	Vir	13 34 41.5	-00 35 46	202.13	  8.64	   74	 3.38	A3V
203.698750	+37.182500	5110	 	    	   	13 34 47.7	+37 10 57	184.19	 42.99	  148	 4.98	F2IV
203.613333	+49.015833	5112	 	    	CVn	13 34 27.2	+49 00 57	174.37	 52.85	  191	 4.70	A5V
204.364583	+36.294722	5127	 	    	CVn	13 37 27.5	+36 17 41	185.42	 42.48	  191	 4.83	A7III
204.971667	-53.466389	5132	 	eps 	Cen	13 39 53.2	-53 27 59	225.55	-39.59	  407	 2.30	B1III
205.183750	+54.681667	5154	 	    	UMa	13 40 44.1	+54 40 54	169.30	 57.83	  414	 4.66	M2IIIabBa0.7:
206.421667	-33.043611	5168	 	    	Cen	13 45 41.2	-33 02 37	216.68	-20.60	   63	 4.23	F3IV
206.663750	-51.432778	5172	 	    	   	13 46 39.3	-51 25 58	225.54	-37.31	  271	 4.65	G8-K0III
206.815417	+17.456667	5185	 	tau 	Boo	13 47 15.7	+17 27 24	197.93	 26.51	   50	 4.50	F6IV
207.375833	-41.687778	5190	 	 nu 	Cen	13 49 30.2	-41 41 16	221.15	-28.27	  543	 3.41	B2IV
206.884583	+49.313333	5191	*	eta 	UMa	13 47 32.3	+49 18 48	176.93	 54.39	  101	 1.86	B3V
207.360833	-34.450556	5192	 	    	Cen	13 49 26.6	-34 27 02	218.03	-21.61	  181	 4.19	M5III
207.403750	-42.473889	5193	 	 mu 	Cen	13 49 36.9	-42 28 26	221.54	-28.98	  543	 3.04	B2IV-Ve
207.467500	-18.134167	5196	 	    	Vir	13 49 52.2	-18 08 03	211.95	 -6.38	  250	 4.97	K0.5III-IIIb
207.368750	+15.797778	5200	 	ups 	Boo	13 49 28.5	+15 47 52	199.20	 25.20	  250	 4.07	K5IIIv
207.427917	+21.264167	5201	 	    	Boo	13 49 42.7	+21 15 51	196.79	 30.23	  407	 4.91	K4III
207.956250	-32.994444	5210	 	    	Cen	13 51 49.5	-32 59 40	217.93	-20.07	  326	 4.56	B5III
207.947500	+34.444167	5219	 	    	   	13 51 47.4	+34 26 39	190.09	 42.27	  348	 4.75	K5III
208.301667	-31.927500	5221	 	    	Cen	13 53 12.4	-31 55 39	217.80	-18.97	  314	 4.74	B4IV
207.857500	+64.723056	5226	 	    	Dra	13 51 25.8	+64 43 23	154.93	 65.37	  407	 4.66	M3.5III
208.884583	-47.288333	5231	 	zet 	Cen	13 55 32.3	-47 17 18	224.95	-32.94	  407	 2.55	B2.5IV
208.670833	+18.397778	5235	 	eta 	Boo	13 54 41.0	+18 23 52	199.34	 28.08	   37	 2.68	G0IV
209.412083	-63.686667	5241	 	    	   	13 57 38.9	-63 41 12	235.23	-47.38	  217	 4.71	K0III
209.567500	-42.100833	5248	 	phi 	Cen	13 58 16.2	-42 06 03	223.04	-28.00	  465	 3.83	B2IV
209.669583	-44.803611	5249	 	ups1	Cen	13 58 40.7	-44 48 13	224.34	-30.45	  465	 3.87	B2IV-V
210.430417	-45.603333	5260	 	ups2	Cen	14 01 43.3	-45 36 12	225.29	-30.97	  465	 4.33	F6II
210.411250	 +1.544444	5264	 	tau 	Vir	14 01 38.7	+01 32 40	207.75	 13.06	  232	 4.26	A3V
210.955833	-60.372778	5267	*	bet 	Cen	14 03 49.4	-60 22 22	233.79	-44.14	  543	 0.61	B1III
211.511250	-41.179444	5285	 	chi 	Cen	14 06 02.7	-41 10 46	224.15	-26.59	  465	 4.36	B2V
211.592500	-26.682222	5287	 	 pi 	Hya	14 06 22.2	-26 40 56	218.62	-13.05	  101	 3.28	K2III-IIIbCN-0.5
211.670000	-36.370000	5288	 	tet 	Cen	14 06 40.8	-36 22 12	222.31	-22.08	   61	 2.05	K0IIIb
211.096667	+64.375833	5291	*	alf 	Dra	14 04 23.2	+64 22 33	157.46	 66.36	  326	 3.65	A0III
212.477917	-53.438889	5297	 	    	   	14 09 54.7	-53 26 20	230.66	-37.57	  191	 4.75	G8III
212.710000	-16.301944	5301	 	    	   	14 10 50.4	-16 18 07	216.04	 -2.94	  543	 4.91	M2III-IIIa
214.556667	-81.007500	5303	 	eta 	Aps	14 18 13.6	-81 00 27	254.81	-60.57	  141	 4.91	A2m
212.599583	+25.091667	5304	 	    	Boo	14 10 23.9	+25 05 30	200.08	 35.67	  120	 4.83	F9IVw
213.223750	-10.273611	5315	 	kap 	Vir	14 12 53.7	-10 16 25	214.49	  2.91	  232	 4.21	K3III
212.211667	+77.547500	5321	 	    	UMi	14 08 50.8	+77 32 51	122.81	 70.33	  543	 4.82	K3III
213.370417	+51.790000	5329	 	kap2	Boo	14 13 28.9	+51 47 24	179.92	 58.90	  155	 4.54	A8IV
214.003333	 -6.000556	5338	 	iot 	Vir	14 16 00.8	-06 00 02	213.80	  7.20	   70	 4.09	F6III
216.728333	-83.667778	5339	 	del 	Oct	14 26 54.8	-83 40 04	259.03	-62.33	  296	 4.32	K2III
213.915000	+19.182500	5340	*	alf 	Boo	14 15 39.6	+19 10 57	204.23	 30.74	   37	-0.05	K1IIIbCN-1
214.040833	+51.367222	5350	 	iot 	Boo	14 16 09.8	+51 22 02	181.10	 58.84	   98	 4.75	A9V
214.095417	+46.088333	5351	 	lam 	Boo	14 16 22.9	+46 05 18	186.96	 54.65	   98	 4.18	A0p
214.850417	-46.057778	5354	 	iot 	Lup	14 19 24.1	-46 03 28	228.79	-30.19	  362	 3.55	B2.5IV
215.080833	-56.386667	5358	 	    	   	14 20 19.4	-56 23 12	233.98	-39.61	 1759	 4.35	B6Ib
214.777083	-13.371111	5359	 	lam 	Vir	14 19 06.5	-13 22 16	216.95	  0.49	  191	 4.52	A2m
214.498750	+35.509444	5361	 	    	   	14 17 59.7	+35 30 34	195.97	 45.75	  232	 4.81	K0III
215.176667	-45.187222	5364	 	    	   	14 20 42.4	-45 11 14	228.66	-29.30	  155	 4.77	F0IV
215.138750	-37.885278	5367	 	psi 	Cen	14 20 33.3	-37 53 07	225.69	-22.50	  250	 4.05	A0IV
214.937917	+16.306944	5370	 	    	Boo	14 19 45.1	+16 18 25	206.52	 28.44	  191	 4.86	K3III
215.653750	-58.459444	5371	 	    	   	14 22 36.9	-58 27 34	235.51	-41.35	  296	 4.92	G8III+F5V
215.758750	-39.512222	5378	 	    	   	14 23 02.1	-39 30 44	226.80	-23.85	  465	 4.42	B7IIIpv
215.773750	-27.753889	5381	 	    	Hya	14 23 05.7	-27 45 14	222.58	-12.80	  181	 4.75	K4III
216.533750	-45.221389	5395	 	tau1	Lup	14 26 08.1	-45 13 17	229.69	-28.98	  932	 4.56	B2IV
216.544583	-45.379444	5396	 	tau2	Lup	14 26 10.7	-45 22 46	229.76	-29.12	  326	 4.35	A7:+F4IV
216.298750	+51.850833	5404	 	tet 	Boo	14 25 11.7	+51 51 03	182.61	 60.11	   47	 4.06	F7V
217.042917	-29.491667	5407	 	    	Hya	14 28 10.3	-29 29 30	224.25	-14.07	  465	 4.97	B8V
217.050417	 -2.228056	5409	 	phi 	Vir	14 28 12.1	-02 13 41	215.45	 11.76	  135	 4.82	G2IV
218.153333	-50.456944	5425	 	sig 	Lup	14 32 36.8	-50 27 25	233.13	-33.44	  989	 4.42	B2III
217.957083	+30.371389	5429	 	 ro 	Boo	14 31 49.7	+30 22 17	202.79	 42.45	  155	 3.59	K3III
216.880833	+75.695833	5430	 	    	UMi	14 27 31.4	+75 41 45	128.39	 71.45	  362	 4.25	K4IIIBa0.3
218.019167	+38.308056	5435	 	gam 	Boo	14 32 04.6	+38 18 29	197.66	 49.55	   85	 3.02	A7III
218.876250	-42.157778	5440	 	eta 	Cen	14 35 30.3	-42 09 28	230.25	-25.51	  326	 2.31	B1.5Vne
218.669583	+29.745000	5447	 	sig 	Boo	14 34 40.7	+29 44 42	203.90	 42.14	   50	 4.47	F2V
219.471250	-49.425556	5453	 	 ro 	Lup	14 37 53.1	-49 25 32	233.62	-32.17	  326	 4.05	B5V
219.900833	-60.835278	5459	 	alf1	Cen	14 39 36.2	-60 50 07	239.48	-42.60	    4	-0.01	G2V
219.900833	-60.835278	5460	 	alf2	Cen	14 39 36.2	-60 50 07	239.48	-42.60	    4	 1.33	K1V
220.626250	-64.975278	5463	 	alf 	Cir	14 42 30.3	-64 58 31	242.36	-46.20	   54	 3.19	ApSrEuCr:
220.482083	-47.388056	5469	 	alf 	Lup	14 41 55.7	-47 23 17	233.50	-30.03	  432	 2.30	B1.5III
221.965000	-79.044722	5470	 	alf 	Aps	14 47 51.6	-79 02 41	254.43	-58.23	  465	 3.83	K2.5III
220.489583	-37.793611	5471	 	    	   	14 41 57.5	-37 47 37	229.93	-20.99	  326	 4.00	B3V
220.181250	+16.418333	5475	 	 pi1	Boo	14 40 43.5	+16 25 06	211.86	 30.37	  326	 4.94	B9pMnHg
220.286667	+13.728333	5477	 	zet 	Boo	14 41 08.8	+13 43 42	213.04	 27.88	  181	 4.83	A2III
220.286667	+13.728333	5478	 	zet 	Boo	14 41 08.8	+13 43 42	213.04	 27.88	  181	 4.43	A2III
220.411250	 +8.161667	5480	 	    	Boo	14 41 38.7	+08 09 42	215.23	 22.68	  233	 4.86	G8IIIHdelta-0.5
220.913750	-35.173889	5485	 	    	   	14 43 39.3	-35 10 26	229.38	-18.40	  217	 4.05	K5III
220.764583	 -5.658333	5487	 	 mu 	Vir	14 43 03.5	-05 39 30	220.13	  9.67	   61	 3.88	F2III
221.246250	-35.191944	5489	 	    	   	14 44 59.1	-35 11 31	229.66	-18.33	  217	 4.92	A0V
220.855417	+26.527778	5490	 	    	Boo	14 43 25.3	+26 31 40	207.97	 39.99	  512	 4.79	M3III
221.500000	-25.443056	5497	 	    	Hya	14 46 00.0	-25 26 35	226.79	 -8.98	  101	 4.94	F2III-IV
